match_id,radiant_win_lr_proba,radiant_win_gb_proba
89248,0.62,0.69
89255,0.84,0.69
89262,0.69,0.7
89271,0.37,0.29
89273,0.82,0.74
89300,0.4,0.38
89302,0.14,0.25
89305,0.91,0.68
89308,0.53,0.48
89320,0.71,0.58
89323,0.16,0.17
89333,0.25,0.34
89343,0.46,0.55
89352,0.16,0.22
89354,0.13,0.14
89356,0.94,0.82
89379,0.68,0.65
89386,0.39,0.47
89394,0.43,0.4
89398,0.39,0.29
89416,0.66,0.73
89420,0.78,0.73
89428,0.81,0.65
89429,0.32,0.3
89432,0.45,0.51
89434,0.51,0.5
89439,0.62,0.42
89449,0.82,0.86
89455,0.64,0.73
89475,0.12,0.16
89483,0.81,0.77
89488,0.77,0.66
89504,0.39,0.41
89505,0.16,0.24
89526,0.95,0.88
89528,0.33,0.44
89529,0.13,0.2
89530,0.77,0.64
89540,0.38,0.63
89543,0.23,0.19
89563,0.59,0.5
89574,0.87,0.82
89575,0.31,0.53
89584,0.15,0.25
89592,0.7,0.66
89594,0.77,0.56
89598,0.53,0.52
89604,0.58,0.43
89606,0.11,0.25
89628,0.7,0.62
89638,0.1,0.14
89639,0.3,0.33
89651,0.52,0.42
89656,0.08,0.14
89657,0.28,0.28
89675,0.84,0.62
89679,0.34,0.36
89682,0.75,0.75
89688,0.32,0.45
89689,0.34,0.36
89694,0.37,0.58
89695,0.32,0.38
89701,0.5,0.44
89708,0.57,0.44
89713,0.64,0.71
89748,0.46,0.31
89749,0.72,0.67
89759,0.84,0.71
89763,0.45,0.53
89765,0.35,0.41
89780,0.2,0.21
89796,0.47,0.6
89801,0.25,0.26
89805,0.89,0.68
89810,0.44,0.42
89823,0.56,0.66
89825,0.17,0.63
89827,0.69,0.71
89835,0.53,0.56
89836,0.74,0.63
89848,0.39,0.24
89855,0.5,0.34
89862,0.5,0.43
89869,0.05,0.18
89878,0.09,0.17
89881,0.66,0.38
89891,0.77,0.65
89923,0.37,0.43
89933,0.46,0.43
89935,0.56,0.66
89948,0.64,0.62
89952,0.72,0.74
89967,0.46,0.44
89973,0.37,0.33
89978,0.38,0.44
89980,0.79,0.76
89986,0.34,0.47
89992,0.2,0.31
90004,0.39,0.4
90012,0.21,0.2
90019,0.69,0.74
90030,0.46,0.43
90031,0.47,0.33
90033,0.51,0.32
90035,0.74,0.82
90047,0.7,0.73
90048,0.45,0.43
90054,0.91,0.81
90055,0.89,0.77
90058,0.35,0.56
90066,0.6,0.49
90070,0.34,0.35
90071,0.34,0.38
90079,0.52,0.64
90081,0.32,0.41
90086,0.3,0.39
90088,0.46,0.42
90112,0.93,0.82
90117,0.61,0.55
90122,0.58,0.61
90123,0.48,0.44
90130,0.8,0.75
90135,0.63,0.75
90138,0.32,0.33
90150,0.61,0.69
90160,0.95,0.9
90164,0.49,0.51
90171,0.59,0.59
90173,0.55,0.51
90179,0.57,0.61
90182,0.22,0.38
90188,0.74,0.57
90205,0.81,0.8
90211,0.45,0.44
90214,0.5,0.51
90215,0.47,0.35
90216,0.35,0.35
90239,0.76,0.69
90242,0.52,0.49
90243,0.65,0.54
90272,0.67,0.66
90278,0.76,0.74
90315,0.37,0.37
90327,0.14,0.26
90330,0.75,0.65
90334,0.54,0.33
90336,0.21,0.35
90350,0.13,0.24
90384,0.46,0.69
90388,0.69,0.59
90390,0.62,0.79
90407,0.71,0.51
90414,0.68,0.51
90429,0.66,0.6
90430,0.14,0.25
90447,0.68,0.57
90450,0.58,0.71
90454,0.22,0.46
90460,0.77,0.73
90475,0.31,0.33
90477,0.8,0.76
90479,0.41,0.24
90493,0.62,0.37
90497,0.39,0.36
90508,0.56,0.55
90510,0.8,0.68
90523,0.6,0.56
90524,0.55,0.5
90530,0.51,0.5
90536,0.13,0.21
90540,0.25,0.27
90542,0.49,0.44
90548,0.84,0.78
90560,0.37,0.4
90570,0.7,0.57
90575,0.43,0.21
90580,0.39,0.52
90592,0.54,0.47
90602,0.74,0.46
90608,0.74,0.68
90611,0.83,0.72
90613,0.52,0.56
90621,0.61,0.41
90624,0.78,0.55
90626,0.44,0.31
90631,0.81,0.74
90637,0.56,0.72
90649,0.34,0.31
90651,0.75,0.64
90655,0.81,0.79
90664,0.55,0.56
90665,0.21,0.38
90683,0.6,0.69
90690,0.16,0.31
90692,0.74,0.65
90705,0.62,0.55
90713,0.6,0.57
90722,0.5,0.53
90744,0.4,0.46
90752,0.49,0.62
90753,0.36,0.27
90764,0.76,0.54
90780,0.39,0.45
90805,0.39,0.29
90811,0.57,0.47
90823,0.56,0.6
90824,0.75,0.58
90827,0.29,0.43
90832,0.25,0.39
90840,0.13,0.24
90841,0.36,0.38
90844,0.5,0.46
90847,0.63,0.6
90874,0.45,0.39
90892,0.54,0.57
90894,0.86,0.8
90904,0.35,0.51
90907,0.71,0.72
90911,0.82,0.8
90912,0.59,0.71
90917,0.54,0.73
90930,0.45,0.38
90993,0.31,0.6
90998,0.89,0.72
91003,0.56,0.48
91010,0.2,0.24
91017,0.55,0.55
91019,0.37,0.37
91021,0.35,0.46
91022,0.46,0.57
91025,0.38,0.4
91030,0.44,0.42
91032,0.36,0.45
91037,0.33,0.39
91041,0.85,0.84
91044,0.65,0.71
91059,0.87,0.83
91067,0.69,0.65
91075,0.4,0.31
91084,0.44,0.35
91085,0.64,0.65
91095,0.3,0.41
91099,0.49,0.55
91102,0.59,0.69
91108,0.77,0.8
91113,0.23,0.23
91118,0.33,0.55
91122,0.28,0.32
91128,0.95,0.84
91131,0.39,0.41
91133,0.59,0.53
91146,0.33,0.36
91158,0.93,0.8
91162,0.62,0.58
91200,0.51,0.57
91203,0.43,0.52
91206,0.46,0.29
91210,0.81,0.73
91213,0.43,0.55
91228,0.54,0.44
91229,0.9,0.8
91233,0.89,0.85
91248,0.32,0.44
91290,0.6,0.62
91297,0.67,0.58
91307,0.73,0.64
91309,0.43,0.4
91319,0.21,0.24
91321,0.73,0.65
91326,0.46,0.37
91328,0.14,0.17
91344,0.28,0.36
91365,0.78,0.69
91370,0.62,0.72
91381,0.7,0.72
91386,0.52,0.33
91389,0.39,0.44
91391,0.5,0.3
91401,0.55,0.43
91416,0.69,0.69
91418,0.36,0.31
91423,0.62,0.51
91431,0.49,0.51
91436,0.6,0.54
91442,0.66,0.74
91467,0.61,0.57
91477,0.6,0.53
91478,0.6,0.43
91480,0.46,0.45
91483,0.81,0.67
91487,0.51,0.37
91489,0.47,0.71
91506,0.22,0.22
91508,0.47,0.46
91513,0.68,0.49
91518,0.13,0.38
91523,0.75,0.69
91525,0.4,0.6
91528,0.63,0.64
91532,0.5,0.27
91535,0.55,0.47
91557,0.17,0.39
91559,0.28,0.45
91560,0.51,0.63
91565,0.17,0.18
91566,0.79,0.73
91568,0.22,0.13
91586,0.72,0.61
91587,0.86,0.83
91607,0.83,0.81
91608,0.3,0.27
91614,0.44,0.53
91620,0.87,0.73
91621,0.73,0.85
91635,0.39,0.27
91641,0.48,0.45
91645,0.7,0.64
91657,0.39,0.44
91658,0.37,0.59
91659,0.57,0.59
91666,0.38,0.39
91679,0.71,0.56
91686,0.37,0.45
91691,0.27,0.21
91693,0.66,0.62
91697,0.2,0.31
91708,0.65,0.78
91711,0.22,0.26
91713,0.35,0.5
91721,0.46,0.34
91722,0.29,0.29
91733,0.88,0.75
91740,0.08,0.11
91754,0.26,0.35
91764,0.38,0.53
91774,0.55,0.54
91784,0.06,0.24
91794,0.45,0.53
91795,0.64,0.57
91807,0.25,0.39
91819,0.35,0.39
91822,0.77,0.65
91826,0.49,0.48
91843,0.24,0.23
91849,0.57,0.64
91871,0.1,0.2
91874,0.82,0.84
91881,0.37,0.37
91896,0.42,0.57
91898,0.68,0.46
91906,0.62,0.58
91907,0.39,0.53
91914,0.56,0.5
91917,0.66,0.57
91924,0.46,0.53
91933,0.81,0.75
91942,0.68,0.82
91943,0.6,0.64
91944,0.24,0.28
91957,0.57,0.66
91964,0.53,0.52
91968,0.81,0.73
91980,0.21,0.31
92001,0.2,0.36
92005,0.58,0.53
92006,0.16,0.27
92015,0.88,0.8
92019,0.47,0.51
92030,0.76,0.56
92031,0.12,0.21
92033,0.35,0.43
92036,0.6,0.61
92040,0.66,0.55
92047,0.7,0.77
92055,0.49,0.61
92060,0.77,0.57
92062,0.92,0.88
92066,0.71,0.66
92068,0.55,0.48
92075,0.61,0.52
92081,0.66,0.56
92083,0.34,0.44
92091,0.53,0.39
92097,0.4,0.29
92102,0.59,0.6
92104,0.93,0.9
92107,0.66,0.53
92112,0.4,0.35
92118,0.59,0.51
92122,0.22,0.34
92124,0.63,0.68
92126,0.91,0.81
92127,0.75,0.73
92129,0.16,0.3
92131,0.67,0.42
92148,0.76,0.7
92151,0.87,0.82
92159,0.49,0.53
92169,0.61,0.68
92170,0.45,0.57
92173,0.73,0.66
92188,0.69,0.52
92191,0.3,0.38
92196,0.63,0.68
92198,0.42,0.32
92207,0.9,0.82
92210,0.75,0.62
92213,0.97,0.9
92217,0.34,0.56
92218,0.46,0.51
92220,0.52,0.59
92225,0.13,0.16
92233,0.8,0.66
92251,0.61,0.56
92261,0.53,0.42
92262,0.87,0.76
92279,0.69,0.75
92294,0.2,0.28
92316,0.24,0.47
92322,0.61,0.56
92334,0.28,0.29
92360,0.66,0.77
92362,0.53,0.42
92363,0.11,0.21
92368,0.23,0.28
92383,0.37,0.35
92385,0.53,0.63
92390,0.5,0.37
92404,0.75,0.72
92410,0.09,0.13
92415,0.67,0.6
92416,0.66,0.74
92422,0.09,0.16
92433,0.63,0.56
92439,0.5,0.34
92448,0.75,0.58
92456,0.55,0.58
92463,0.67,0.55
92466,0.22,0.29
92468,0.81,0.82
92472,0.83,0.55
92476,0.87,0.71
92478,0.51,0.3
92490,0.55,0.59
92495,0.16,0.27
92508,0.48,0.35
92509,0.08,0.13
92535,0.56,0.66
92538,0.58,0.42
92543,0.55,0.54
92560,0.62,0.53
92569,0.63,0.43
92572,0.74,0.72
92593,0.79,0.64
92594,0.24,0.36
92595,0.37,0.46
92599,0.68,0.65
92608,0.33,0.36
92610,0.27,0.34
92611,0.42,0.65
92615,0.74,0.61
92622,0.77,0.62
92629,0.93,0.86
92632,0.95,0.71
92634,0.81,0.73
92640,0.54,0.47
92645,0.36,0.45
92646,0.31,0.26
92656,0.51,0.47
92667,0.65,0.71
92676,0.45,0.47
92694,0.64,0.75
92709,0.55,0.51
92722,0.48,0.6
92726,0.83,0.76
92727,0.55,0.3
92732,0.58,0.71
92753,0.46,0.47
92754,0.77,0.74
92769,0.67,0.75
92771,0.52,0.53
92790,0.87,0.79
92797,0.52,0.28
92810,0.59,0.47
92829,0.85,0.8
92830,0.75,0.81
92836,0.22,0.2
92838,0.37,0.44
92840,0.85,0.79
92860,0.74,0.62
92872,0.31,0.44
92876,0.45,0.39
92885,0.2,0.44
92894,0.71,0.66
92897,0.48,0.35
92904,0.66,0.71
92910,0.05,0.14
92919,0.3,0.41
92927,0.85,0.7
92929,0.93,0.77
92936,0.63,0.7
92947,0.6,0.65
92961,0.16,0.17
92971,0.39,0.25
92981,0.76,0.7
92989,0.7,0.75
93017,0.61,0.29
93022,0.72,0.67
93023,0.51,0.43
93027,0.26,0.32
93046,0.59,0.3
93050,0.59,0.36
93066,0.12,0.13
93068,0.3,0.43
93073,0.74,0.59
93074,0.74,0.57
93082,0.63,0.63
93101,0.28,0.53
93102,0.54,0.59
93114,0.38,0.26
93119,0.9,0.73
93131,0.64,0.48
93142,0.46,0.34
93143,0.14,0.37
93145,0.83,0.87
93158,0.59,0.61
93169,0.55,0.48
93170,0.52,0.55
93174,0.76,0.53
93176,0.38,0.4
93177,0.44,0.46
93190,0.23,0.21
93194,0.88,0.82
93209,0.17,0.15
93216,0.62,0.74
93220,0.76,0.74
93224,0.19,0.27
93229,0.74,0.6
93238,0.85,0.7
93252,0.64,0.7
93266,0.77,0.55
93290,0.24,0.41
93303,0.51,0.46
93306,0.69,0.74
93309,0.39,0.46
93310,0.48,0.51
93314,0.75,0.73
93346,0.63,0.41
93352,0.85,0.71
93362,0.3,0.36
93365,0.52,0.61
93369,0.49,0.55
93371,0.42,0.38
93372,0.45,0.37
93384,0.6,0.58
93392,0.73,0.7
93396,0.36,0.33
93400,0.64,0.8
93408,0.45,0.51
93410,0.88,0.79
93416,0.48,0.64
93421,0.26,0.34
93423,0.42,0.45
93426,0.29,0.33
93430,0.52,0.57
93448,0.1,0.13
93449,0.68,0.44
93453,0.68,0.56
93481,0.43,0.52
93486,0.32,0.56
93490,0.82,0.66
93494,0.33,0.33
93499,0.78,0.53
93510,0.52,0.45
93516,0.52,0.52
93517,0.69,0.62
93520,0.9,0.89
93535,0.92,0.9
93540,0.55,0.65
93552,0.64,0.35
93554,0.33,0.24
93560,0.54,0.54
93590,0.79,0.89
93603,0.15,0.35
93609,0.37,0.37
93612,0.57,0.61
93620,0.59,0.6
93628,0.81,0.7
93637,0.4,0.63
93639,0.49,0.4
93644,0.25,0.35
93655,0.67,0.65
93682,0.92,0.86
93705,0.35,0.32
93707,0.71,0.63
93727,0.44,0.58
93732,0.63,0.6
93734,0.28,0.26
93743,0.31,0.36
93750,0.81,0.76
93751,0.57,0.63
93753,0.83,0.81
93756,0.53,0.51
93780,0.18,0.23
93781,0.52,0.5
93809,0.33,0.51
93826,0.77,0.8
93835,0.39,0.38
93839,0.76,0.62
93853,0.08,0.15
93855,0.17,0.27
93867,0.52,0.6
93873,0.7,0.69
93874,0.68,0.56
93876,0.31,0.41
93891,0.42,0.43
93907,0.63,0.57
93917,0.38,0.41
93919,0.14,0.15
93921,0.28,0.41
93928,0.41,0.48
93932,0.09,0.21
93934,0.55,0.61
93940,0.2,0.12
93947,0.14,0.29
93948,0.32,0.35
93962,0.83,0.78
93969,0.99,0.91
93972,0.1,0.16
93978,0.5,0.64
93991,0.52,0.57
93994,0.58,0.58
93997,0.89,0.7
94016,0.7,0.68
94028,0.27,0.48
94029,0.57,0.63
94039,0.38,0.37
94040,0.45,0.35
94052,0.38,0.37
94054,0.85,0.8
94059,0.18,0.4
94060,0.46,0.4
94064,0.6,0.57
94071,0.64,0.75
94072,0.34,0.37
94077,0.63,0.54
94078,0.46,0.68
94086,0.84,0.67
94088,0.8,0.82
94097,0.34,0.36
94120,0.55,0.6
94123,0.86,0.77
94124,0.41,0.27
94127,0.52,0.52
94128,0.38,0.58
94138,0.61,0.62
94158,0.66,0.65
94179,0.71,0.67
94181,0.52,0.58
94189,0.22,0.37
94198,0.44,0.48
94202,0.34,0.29
94213,0.43,0.59
94223,0.54,0.58
94231,0.55,0.62
94232,0.52,0.5
94245,0.37,0.48
94260,0.53,0.47
94261,0.68,0.61
94263,0.56,0.78
94265,0.77,0.77
94268,0.45,0.39
94271,0.37,0.56
94272,0.81,0.77
94289,0.77,0.68
94294,0.87,0.78
94296,0.48,0.42
94310,0.17,0.29
94314,0.17,0.08
94315,0.12,0.21
94316,0.33,0.33
94320,0.36,0.51
94333,0.74,0.8
94340,0.76,0.63
94344,0.79,0.67
94346,0.54,0.66
94347,0.77,0.73
94379,0.26,0.36
94412,0.44,0.29
94413,0.53,0.43
94417,0.39,0.44
94433,0.3,0.18
94437,0.19,0.17
94457,0.39,0.57
94460,0.73,0.66
94475,0.59,0.6
94508,0.14,0.13
94511,0.38,0.49
94514,0.62,0.52
94515,0.39,0.38
94522,0.17,0.24
94529,0.31,0.34
94530,0.14,0.2
94553,0.55,0.46
94559,0.62,0.58
94563,0.74,0.75
94565,0.54,0.52
94566,0.67,0.61
94568,0.15,0.21
94573,0.75,0.8
94576,0.32,0.3
94580,0.48,0.36
94582,0.63,0.57
94588,0.44,0.48
94593,0.57,0.49
94602,0.71,0.79
94604,0.37,0.38
94611,0.91,0.83
94615,0.34,0.45
94616,0.5,0.69
94619,0.84,0.8
94629,0.76,0.7
94634,0.53,0.49
94648,0.5,0.65
94650,0.53,0.5
94671,0.24,0.31
94677,0.44,0.48
94697,0.4,0.2
94706,0.45,0.39
94711,0.56,0.51
94712,0.7,0.66
94724,0.76,0.66
94726,0.18,0.18
94734,0.58,0.47
94737,0.37,0.43
94740,0.47,0.39
94748,0.37,0.39
94751,0.44,0.55
94758,0.63,0.51
94761,0.63,0.47
94765,0.91,0.79
94770,0.58,0.42
94772,0.33,0.34
94780,0.34,0.52
94782,0.36,0.48
94794,0.23,0.29
94805,0.62,0.66
94806,0.54,0.6
94808,0.7,0.6
94822,0.5,0.58
94823,0.82,0.83
94831,0.69,0.76
94836,0.23,0.23
94839,0.79,0.8
94845,0.34,0.43
94847,0.73,0.62
94849,0.33,0.16
94860,0.55,0.29
94881,0.72,0.78
94885,0.12,0.2
94905,0.85,0.59
94907,0.31,0.28
94917,0.76,0.72
94919,0.88,0.82
94931,0.81,0.7
94939,0.15,0.3
94940,0.67,0.63
94947,0.61,0.64
94958,0.73,0.7
94960,0.41,0.4
94981,0.8,0.62
94985,0.24,0.45
94989,0.43,0.43
94997,0.46,0.57
95017,0.71,0.75
95018,0.54,0.71
95022,0.59,0.63
95046,0.84,0.83
95061,0.7,0.74
95064,0.12,0.33
95066,0.13,0.39
95078,0.8,0.58
95082,0.58,0.59
95094,0.37,0.48
95102,0.24,0.38
95103,0.74,0.65
95109,0.3,0.41
95115,0.42,0.43
95128,0.76,0.69
95130,0.56,0.5
95133,0.26,0.28
95138,0.64,0.62
95140,0.42,0.5
95141,0.41,0.62
95154,0.54,0.69
95160,0.68,0.5
95170,0.51,0.44
95209,0.52,0.61
95211,0.85,0.85
95216,0.27,0.42
95219,0.64,0.66
95230,0.78,0.71
95233,0.84,0.82
95254,0.63,0.54
95256,0.35,0.33
95257,0.26,0.23
95262,0.52,0.59
95266,0.56,0.63
95274,0.25,0.28
95280,0.5,0.35
95304,0.4,0.4
95308,0.37,0.45
95309,0.42,0.43
95314,0.42,0.49
95319,0.44,0.43
95328,0.69,0.71
95347,0.26,0.29
95349,0.69,0.55
95350,0.59,0.59
95355,0.48,0.31
95358,0.18,0.18
95360,0.51,0.69
95362,0.67,0.58
95366,0.85,0.78
95369,0.65,0.69
95376,0.47,0.3
95381,0.52,0.37
95387,0.68,0.52
95388,0.78,0.72
95394,0.56,0.45
95399,0.6,0.51
95403,0.07,0.15
95406,0.84,0.74
95409,0.51,0.52
95428,0.72,0.52
95432,0.1,0.24
95439,0.8,0.75
95455,0.73,0.62
95486,0.53,0.48
95497,0.72,0.53
95499,0.5,0.51
95518,0.36,0.32
95525,0.09,0.19
95539,0.69,0.5
95571,0.21,0.29
95572,0.93,0.82
95575,0.59,0.56
95577,0.74,0.63
95580,0.51,0.56
95591,0.5,0.57
95594,0.15,0.24
95601,0.5,0.55
95603,0.77,0.63
95607,0.26,0.38
95610,0.61,0.69
95620,0.35,0.25
95637,0.65,0.6
95639,0.79,0.72
95652,0.37,0.41
95655,0.62,0.6
95675,0.49,0.5
95680,0.86,0.75
95682,0.78,0.77
95683,0.68,0.61
95687,0.7,0.84
95692,0.87,0.87
95695,0.2,0.24
95699,0.53,0.39
95702,0.45,0.59
95703,0.68,0.61
95706,0.35,0.39
95714,0.59,0.46
95718,0.87,0.76
95728,0.36,0.44
95737,0.47,0.67
95750,0.83,0.65
95751,0.81,0.66
95760,0.54,0.46
95765,0.41,0.36
95774,0.58,0.59
95783,0.87,0.68
95799,0.74,0.62
95802,0.14,0.12
95803,0.66,0.63
95804,0.71,0.53
95815,0.48,0.36
95816,0.2,0.26
95817,0.37,0.4
95832,0.7,0.62
95840,0.35,0.38
95841,0.43,0.4
95842,0.4,0.49
95855,0.28,0.44
95856,0.56,0.54
95884,0.75,0.73
95886,0.38,0.43
95896,0.48,0.43
95905,0.45,0.48
95906,0.62,0.61
95914,0.94,0.91
95918,0.38,0.56
95923,0.38,0.4
95939,0.56,0.5
95947,0.44,0.4
95963,0.37,0.56
95965,0.57,0.57
95971,0.43,0.47
95972,0.23,0.41
95976,0.61,0.4
95978,0.61,0.68
95980,0.17,0.33
95987,0.76,0.76
95995,0.28,0.36
95997,0.74,0.62
96006,0.59,0.63
96007,0.63,0.52
96023,0.87,0.79
96043,0.55,0.5
96046,0.65,0.71
96061,0.56,0.5
96064,0.71,0.72
96089,0.66,0.56
96092,0.59,0.41
96105,0.26,0.28
96108,0.68,0.68
96114,0.46,0.43
96116,0.71,0.75
96129,0.62,0.61
96144,0.53,0.44
96155,0.18,0.25
96161,0.44,0.48
96177,0.28,0.33
96186,0.37,0.31
96187,0.44,0.4
96216,0.74,0.64
96217,0.19,0.36
96223,0.75,0.64
96229,0.42,0.64
96230,0.66,0.51
96231,0.39,0.35
96235,0.34,0.45
96253,0.53,0.55
96254,0.4,0.39
96255,0.59,0.52
96279,0.78,0.62
96284,0.4,0.48
96287,0.55,0.64
96294,0.4,0.33
96307,0.21,0.23
96316,0.22,0.29
96336,0.31,0.44
96346,0.39,0.36
96357,0.52,0.57
96367,0.52,0.58
96375,0.33,0.34
96376,0.46,0.35
96380,0.3,0.36
96401,0.5,0.44
96418,0.89,0.71
96442,0.54,0.78
96444,0.48,0.58
96449,0.53,0.54
96450,0.78,0.52
96460,0.62,0.6
96466,0.88,0.91
96482,0.26,0.41
96499,0.43,0.63
96501,0.43,0.53
96505,0.63,0.69
96507,0.83,0.62
96508,0.62,0.65
96514,0.61,0.44
96518,0.47,0.46
96524,0.78,0.79
96526,0.67,0.72
96536,0.59,0.45
96540,0.38,0.32
96549,0.67,0.45
96556,0.71,0.6
96563,0.28,0.41
96564,0.47,0.63
96567,0.32,0.28
96570,0.5,0.64
96578,0.24,0.35
96579,0.64,0.82
96581,0.78,0.67
96586,0.56,0.68
96590,0.9,0.83
96595,0.63,0.36
96604,0.68,0.49
96619,0.5,0.25
96626,0.34,0.41
96636,0.2,0.25
96637,0.49,0.46
96642,0.32,0.43
96651,0.35,0.36
96657,0.49,0.51
96692,0.19,0.2
96702,0.18,0.27
96703,0.51,0.69
96705,0.42,0.49
96715,0.43,0.51
96728,0.44,0.42
96744,0.51,0.52
96753,0.2,0.22
96761,0.73,0.62
96764,0.77,0.48
96766,0.32,0.39
96776,0.6,0.38
96782,0.63,0.52
96803,0.64,0.57
96804,0.81,0.8
96811,0.4,0.54
96821,0.59,0.53
96822,0.58,0.66
96828,0.68,0.58
96835,0.35,0.31
96837,0.84,0.72
96840,0.58,0.6
96841,0.34,0.34
96846,0.43,0.6
96851,0.64,0.71
96852,0.7,0.69
96853,0.39,0.37
96858,0.71,0.79
96861,0.31,0.62
96863,0.84,0.83
96866,0.32,0.4
96887,0.6,0.52
96891,0.46,0.39
96893,0.56,0.63
96901,0.74,0.62
96902,0.46,0.51
96921,0.6,0.65
96934,0.52,0.48
96960,0.19,0.2
96963,0.74,0.74
96964,0.88,0.82
96987,0.35,0.4
96994,0.67,0.5
96996,0.56,0.61
96999,0.52,0.73
97003,0.35,0.44
97012,0.54,0.52
97013,0.3,0.47
97014,0.18,0.08
97019,0.36,0.24
97029,0.56,0.52
97032,0.54,0.53
97037,0.37,0.46
97055,0.79,0.73
97068,0.4,0.57
97072,0.63,0.43
97076,0.69,0.7
97085,0.78,0.75
97088,0.38,0.45
97100,0.44,0.5
97118,0.85,0.8
97137,0.3,0.35
97138,0.22,0.35
97143,0.42,0.29
97144,0.42,0.36
97145,0.54,0.42
97152,0.48,0.5
97153,0.21,0.39
97154,0.89,0.85
97157,0.35,0.37
97162,0.67,0.67
97169,0.71,0.61
97191,0.82,0.68
97211,0.51,0.46
97213,0.45,0.4
97220,0.95,0.81
97227,0.36,0.42
97235,0.24,0.23
97240,0.41,0.4
97255,0.71,0.7
97260,0.68,0.75
97261,0.44,0.47
97265,0.54,0.6
97268,0.46,0.41
97273,0.12,0.3
97276,0.75,0.77
97277,0.76,0.72
97300,0.74,0.63
97302,0.59,0.69
97304,0.45,0.43
97316,0.32,0.52
97324,0.49,0.49
97336,0.36,0.39
97346,0.41,0.47
97358,0.47,0.64
97363,0.65,0.69
97369,0.95,0.85
97374,0.19,0.28
97377,0.39,0.47
97378,0.87,0.72
97379,0.73,0.55
97387,0.62,0.67
97407,0.37,0.62
97415,0.47,0.36
97428,0.44,0.46
97444,0.25,0.27
97450,0.51,0.38
97477,0.69,0.45
97478,0.7,0.46
97480,0.46,0.5
97511,0.44,0.45
97513,0.77,0.56
97530,0.55,0.65
97532,0.68,0.52
97534,0.47,0.28
97535,0.71,0.62
97541,0.67,0.62
97542,0.29,0.36
97551,0.48,0.52
97561,0.87,0.79
97564,0.71,0.71
97578,0.27,0.48
97582,0.72,0.77
97583,0.51,0.39
97584,0.66,0.58
97592,0.63,0.48
97596,0.53,0.71
97604,0.49,0.46
97606,0.66,0.7
97619,0.6,0.48
97632,0.41,0.27
97643,0.45,0.43
97659,0.36,0.64
97663,0.37,0.45
97664,0.66,0.56
97680,0.79,0.75
97689,0.66,0.64
97694,0.57,0.46
97699,0.67,0.6
97701,0.8,0.69
97707,0.63,0.59
97709,0.74,0.65
97715,0.58,0.54
97716,0.55,0.55
97717,0.44,0.42
97743,0.48,0.41
97758,0.68,0.62
97760,0.54,0.43
97761,0.59,0.37
97768,0.36,0.31
97771,0.83,0.54
97773,0.33,0.47
97776,0.26,0.37
97779,0.85,0.54
97780,0.78,0.72
97792,0.64,0.4
97794,0.54,0.52
97808,0.23,0.18
97811,0.64,0.68
97815,0.48,0.53
97820,0.94,0.91
97821,0.3,0.37
97822,0.23,0.35
97824,0.54,0.78
97830,0.4,0.45
97834,0.5,0.67
97835,0.61,0.73
97844,0.67,0.45
97861,0.45,0.38
97866,0.42,0.67
97876,0.61,0.41
97888,0.79,0.71
97891,0.59,0.35
97893,0.71,0.59
97898,0.37,0.33
97904,0.79,0.66
97905,0.42,0.51
97915,0.18,0.41
97920,0.56,0.61
97928,0.89,0.77
97948,0.44,0.37
97960,0.58,0.56
97961,0.58,0.58
97962,0.15,0.19
97978,0.92,0.81
98002,0.93,0.69
98005,0.87,0.65
98016,0.43,0.28
98021,0.43,0.47
98023,0.44,0.49
98048,0.45,0.52
98051,0.43,0.53
98052,0.38,0.49
98063,0.22,0.41
98070,0.15,0.4
98079,0.67,0.62
98083,0.3,0.35
98098,0.8,0.81
98100,0.35,0.42
98102,0.44,0.62
98108,0.34,0.37
98112,0.5,0.57
98113,0.3,0.17
98114,0.39,0.42
98127,0.38,0.37
98166,0.24,0.37
98177,0.75,0.66
98183,0.27,0.18
98214,0.26,0.43
98222,0.71,0.56
98226,0.7,0.75
98235,0.69,0.5
98247,0.41,0.47
98254,0.55,0.61
98264,0.39,0.44
98270,0.77,0.83
98271,0.08,0.29
98281,0.5,0.65
98284,0.7,0.71
98292,0.74,0.75
98294,0.35,0.42
98296,0.78,0.68
98299,0.57,0.56
98301,0.96,0.9
98310,0.35,0.35
98332,0.75,0.64
98333,0.59,0.45
98341,0.41,0.52
98342,0.38,0.42
98364,0.61,0.57
98378,0.88,0.79
98394,0.11,0.17
98395,0.24,0.54
98397,0.85,0.81
98401,0.39,0.27
98429,0.11,0.19
98438,0.27,0.4
98442,0.4,0.53
98453,0.62,0.59
98454,0.47,0.27
98456,0.33,0.36
98481,0.66,0.71
98483,0.12,0.21
98494,0.79,0.71
98500,0.67,0.44
98502,0.44,0.52
98503,0.81,0.71
98514,0.23,0.32
98518,0.84,0.75
98542,0.86,0.72
98552,0.3,0.3
98555,0.84,0.68
98563,0.39,0.56
98564,0.33,0.2
98570,0.7,0.59
98575,0.34,0.26
98596,0.59,0.54
98602,0.6,0.56
98608,0.67,0.83
98609,0.77,0.6
98610,0.32,0.45
98612,0.95,0.86
98619,0.13,0.22
98626,0.69,0.5
98649,0.51,0.37
98652,0.49,0.52
98661,0.27,0.51
98667,0.39,0.62
98673,0.45,0.53
98675,0.63,0.75
98680,0.88,0.84
98685,0.75,0.66
98687,0.57,0.45
